date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:27:23	7211/7211	---M--	200	added ('OK')	image/png	etag:%2256b750c5-1c2b%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client3.png	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client3.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:24	40174/40174	---M--	200	added ('OK')	image/jpeg	etag:%2256b750db-9cee%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team3.jpg	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team3.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:26	14084/14084	---M--	200	added ('OK')	image/png	etag:%2256b750c5-3704%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client4.png	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client4.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:26	8668/8668	---M--	200	added ('OK')	image/png	etag:%2256b750c7-21dc%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client6.png	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client6.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:27	66997/66997	---M--	200	added ('OK')	image/jpeg	etag:%2256b750da-105b5%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team2.jpg	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team2.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:28	79440/79440	---M--	200	added ('OK')	image/jpeg	etag:%2256b750d8-13650%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team1.jpg	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/team1.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:28	11480/11480	---M--	200	added ('OK')	image/png	etag:%2256b750c7-2cd8%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client7.png	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/client7.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:29	84355/84355	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:04:24%20GMT	https://cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	C:/My%20Web%20Sites/Portfolio%20Template/cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:29	115851/115851	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:05:58%20GMT	https://cdnjs.cloudflare.com/ajax/libs/materialize/0.95.3/js/materialize.min.js	C:/My%20Web%20Sites/Portfolio%20Template/cdnjs.cloudflare.com/ajax/libs/materialize/0.95.3/js/materialize.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:30	28935/28935	---MCZ	200	added ('OK')	application/javascript	etag:%227107-Jma2+JVoXjx7P5flbj+ZW4QkPzY%22	https://cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js	C:/My%20Web%20Sites/Portfolio%20Template/cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:31	85693/85693	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ec-14ebd%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/masonry.pkgd.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/masonry.pkgd.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:31	23135/23135	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750e1-5a5f%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.fancybox.pack.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.fancybox.pack.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:31	6077/6077	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ee-17bd%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/validator.min.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/validator.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:32	7592/7592	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750e3-1da8%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.sticky.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.sticky.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:32	51364/51364	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ec-c8a4%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/modernizr.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/modernizr.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:32	5138/5138	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750e2-1412%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.nav.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/jquery.nav.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:32	7154/7154	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ef-1bf2%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/wow.min.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/wow.min.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:33	7162/7162	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750de-1bfa%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/init.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/init.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:33	1833/1833	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750ed-729%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/styleswitcher.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/styleswitcher.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:33	54606/54606	---MCZ	200	added ('OK')	text/html	etag:W/%2256cc0704-d54e%22	http://demo.deviserweb.com/material-portfolio-cv-resume/index.html	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/index-2.html	(from http://demo.deviserweb.com/material-portfolio-cv-resume/)
17:27:34	257/257	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Jun%202018%2011:57:31%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_sprite.png	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_sprite.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
17:27:34	258/258	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Jun%202018%2011:57:31%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_loading.gif	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_loading.gif	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
17:27:34	247/247	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Jun%202018%2011:57:31%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/blank.gif	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/css/blank.gif	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
17:27:35	258/258	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Jun%202018%2011:57:32%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_overlay.png	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_overlay.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
17:27:35	260/260	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Jun%202018%2011:57:32%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_sprite@2x.png	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_sprite@2x.png	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
17:27:35	261/261	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Jun%202018%2011:57:32%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_loading@2x.gif	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/img/fancybox_loading@2x.gif	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/jquery.fancybox.css)
17:27:35	10460/10460	---M--	200	added ('OK')	image/gif	etag:%2256b750cb-28dc%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/loading.gif	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/loading.gif	(from http://demo.deviserweb.com/material-portfolio-cv-resume/assets/css/style.css)
17:27:36	250/250	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Jun%202018%2011:57:33%20GMT	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/magiwcline.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/magiwcline.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/project.html)
17:27:37	859/859	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256b750e5-35b%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/js/magicline.js	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/js/magicline.js	(from http://demo.deviserweb.com/material-portfolio-cv-resume/blog-full-post.html)
17:27:40	42645/42645	---M--	200	added ('OK')	image/jpeg	etag:%2256b750cb-a695%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/full-img.jpg	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/full-img.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/blog-full-post.html)
17:27:44	182368/182368	---M--	200	added ('OK')	image/jpeg	etag:%2256b750b7-2c860%22	http://demo.deviserweb.com/material-portfolio-cv-resume/assets/images/bg2.jpg	C:/My%20Web%20Sites/Portfolio%20Template/demo.deviserweb.com/material-portfolio-cv-resume/assets/images/bg2.jpg	(from http://demo.deviserweb.com/material-portfolio-cv-resume/project.html)
